Date,Canal,Category,Subcategory,Subcategory2,Marca,Modelo,SKU,UPC,Item,URL SKU,Image,Price,Sales Price,Sales Flag,Store ID,Store Name,Store Address,Stock,UPC WM,Final Price
18/10/2022,Etiendas3b,Vinos,Bebidas,,Castillo del Rhin,Vino Blanco Afrutado Castillo del Rhin,20913,7501053640210,"Vino Blanco Afrutado Castillo del Rhin, 750 ml ",https://www.etiendas3b.com.mx/producto/vino-blanco-afrut11-5-castillo-del-rhin,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1656711464~20913-1.png,90.0,90.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053640210,90.0
18/10/2022,Etiendas3b,Verduras,Perecederos,,Frescos 3B,Malla de Chiles serranos Frescos 3B,18619,7502261267466,Malla de Chiles serranos Frescos 3B,https://www.etiendas3b.com.mx/producto/chile-serrano-frescos-3b,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18619-0.jpg,4.5,4.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261267466,4.5
18/10/2022,Etiendas3b,Velas,Mercancias Generales,,Candelaria,Veladora Ecológica grande Candelaria 1 unidad,21128,7502261269644,Veladora Ecológica grande Candelaria 1 unidad,https://www.etiendas3b.com.mx/producto/veladora-ecologica-grande-candelaria,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1663740702~21128-1.jpg,45.0,45.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261269644,45.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,Salutzo,Vino Suave Afrutado Salutzo sabor Sangria 750 Ml,20078,7501053654255,Vino Suave Afrutado Salutzo sabor Sangria 750 Ml,https://www.etiendas3b.com.mx/producto/salutzo-vino-sanfria-750ml,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20078-1.jpg,50.0,50.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053654255,50.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,Valle del Sol,Vino tinto Afrutado Valle del Sol,20914,7501053149348,"Vino tinto Afrutado Valle del Sol, 750 ml",https://www.etiendas3b.com.mx/producto/vino-tinto-afrut-10-5-valle-del-sol,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1656712148~20914-1.png,90.0,90.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053149348,90.0
18/10/2022,Etiendas3b,Bebidas,Vinos,,Salutzo,Vino dulce Salutzo fresa,21288,7501053654231,"Vino dulce Salutzo fresa, 750ml",https://www.etiendas3b.com.mx/producto/vino-dulce-fresa-4-5-salutzo,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1665077113~21288-1.jpg,50.0,50.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053654231,50.0
18/10/2022,Etiendas3b,Perecederos,Verduras,,Frescos 3B,Papa Alpha Frescos 3B,18597,7502261267459,"Papa Alpha Frescos 3B, 1 unidad",https://www.etiendas3b.com.mx/producto/papa-alpha-frescos-3b,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18597-0.jpg,10.0,10.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261267459,10.0
18/10/2022,Etiendas3b,Verduras,Perecederos,,Frescos 3B,Cebolla blanca Frescos 3B,18549,7502261267428,"Cebolla blanca Frescos 3B, 1 unidad",https://www.etiendas3b.com.mx/producto/cebolla-blanca-frescos-3b,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18549-0.jpg,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261267428,12.0
18/10/2022,Etiendas3b,Perecederos,Verduras,Los más vendidos,Frescos 3B,Aguacate Variedad Frescos 3B ,18714,7502261267503,Aguacate Variedad Frescos 3B ,https://www.etiendas3b.com.mx/producto/auacate-variedad-frescos-3b,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18714-0.jpg,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261267503,12.0
18/10/2022,Etiendas3b,Velas,Mercancias Generales,,Candelaria,Veladora Envuelta Candelaria 1Unidad,8294,7502227989968,Veladora Envuelta Candelaria 1Unidad,https://www.etiendas3b.com.mx/producto/veladora-envuelta-candelaria-1unidad,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/8294-1.jpg,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502227989968,12.0
18/10/2022,Etiendas3b,Mercancias Generales,Velas,,Candelaria,Veladora Cometa San Judas Candelaria 1Unidad,13871,7502261260047,Veladora Cometa San Judas Candelaria 1Unidad,https://www.etiendas3b.com.mx/producto/veladora-cometa-san-judas-candelaria,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/13871-1.jpg,21.5,21.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261260047,21.5
18/10/2022,Etiendas3b,Velas,Mercancias Generales,,Candelaria,Veladora Limonero Candelaria 1Unidad,8425,7502261251137,Veladora Limonero Candelaria 1Unidad,https://www.etiendas3b.com.mx/producto/veladora-limonero-candelaria-1unidad,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/8425-1.jpg,15.0,15.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261251137,15.0
18/10/2022,Etiendas3b,Ropa,Cuidado del Hogar,,Wixo,Detergente en polvo  Multiusos Wixo 4 Kg,17934,7502261262980,Detergente en polvo  Multiusos Wixo 4 Kg,https://www.etiendas3b.com.mx/producto/detergente-multiusos-wixo-4kg,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/17934.png,72.0,72.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261262980,72.0
18/10/2022,Etiendas3b,Salado,Panaderia,,Baalbeck,Pan Árabe Baalbeck 650 gr,18786,7503001862477,Pan Árabe Baalbeck 650 gr,https://www.etiendas3b.com.mx/producto/Pan-arabe-baalbeck-650-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18786-1.png,50.0,50.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7503001862477,50.0
18/10/2022,Etiendas3b,Yogurth,Lacteos,,Bifidia,Yogurt Batido Ciruela Pasa Bifidia 125gr,11171,900000195,Yogurt Batido Ciruela Pasa Bifidia 125gr,https://www.etiendas3b.com.mx/producto/yogurt-batido-ciruela-pasa-bifidia,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/11171-1.jpg,4.5,4.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,900000195,4.5
18/10/2022,Etiendas3b,Tostada y Tortilla,Panaderia,,Trita,Totopos De Maíz Trita 300gr,10430,7502261256026,Totopos De Maíz Trita 300gr,https://www.etiendas3b.com.mx/producto/totopos-maiz-trita-300gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/10430-1.jpg,17.0,17.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261256026,17.0
18/10/2022,Etiendas3b,Salsas y Condimentos,Despensa,,Riko Pollo,Consomé de Pollo En Polvo Riko Pollo 180 gr,12956,7506192504164,Consomé de Pollo En Polvo Riko Pollo 180 gr,https://www.etiendas3b.com.mx/producto/consome-polvo-riko-pollo-180-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/12956.png,19.0,19.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7506192504164,19.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,Isla Negra,Vino Tinto Isla Negra Merlot 750 ml,18494,7804320404509,Vino Tinto Isla Negra Merlot 750 ml,https://www.etiendas3b.com.mx/producto/vino-tinto-merlot-isla-negra-750ml,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18494.png,110.0,110.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7804320404509,110.0
18/10/2022,Etiendas3b,Bebidas,Vinos,,Tres Coronas,Vino jerez Tres Coronas,21289,7501043703208,"Vino jerez Tres Coronas, 1L",https://www.etiendas3b.com.mx/producto/vino-generoso-jerez-18-tres-coronas,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1663738863~21289-1.jpg,90.0,90.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501043703208,90.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,Salutzo,Vino Suave Afrutado Salutzo sabor Durazno 750 Ml,20077,7501053654224,Vino Suave Afrutado Salutzo sabor Durazno 750 Ml,https://www.etiendas3b.com.mx/producto/salutzo-vino-durazno-750-ml,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1655433034~20077-1.png,50.0,50.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053654224,50.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,Bacco,Vino Tinto Bacco tipo lambrusco  750ml,19122,7501053130254,Vino Tinto Bacco tipo lambrusco  750ml,https://www.etiendas3b.com.mx/producto/vino-tinto-t-lamb-bacco,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/19122-1.jpg,115.0,115.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053130254,115.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,California,Vino tinto Valle Redondo California,20916,7501036100458,"Vino tinto Valle Redondo California, 946 ml ",https://www.etiendas3b.com.mx/producto/vino-tinto-tetra-b-10-california,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1656713297~20916-1.png,64.0,64.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501036100458,64.0
18/10/2022,Etiendas3b,Vinos,Bebidas,,San Telmo,Vino Tinto San Telmo Malbec  750ml,19121,7791250000997,Vino Tinto San Telmo Malbec  750ml,https://www.etiendas3b.com.mx/producto/vino-tinto-malbec-san-telmo,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/19121-1.jpg,105.0,105.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7791250000997,105.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Spring Soft,Suavizante Lavanda Spring Soft 5L,16858,7502261263574,Suavizante Lavanda Spring Soft 5L,https://www.etiendas3b.com.mx/producto/suavizante-lavanda-spring-soft-5l,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/16858-1.jpg,45.0,45.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261263574,45.0
18/10/2022,Etiendas3b,Salado,Panaderia,,Molino Blanco,Pan Molido Molino Blanco 1 Kg,20396,7502261264830,Pan Molido Molino Blanco 1 Kg,https://www.etiendas3b.com.mx/producto/pan-molido-molino-blanco,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20396-0.jpg,37.0,37.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261264830,37.0
18/10/2022,Etiendas3b,Salado,Panaderia,,Molino Blanco,Pam Molibollo Molino Blanco 8 pzs,20224,7502261265820,Pam Molibollo Molino Blanco 8 pzs,https://www.etiendas3b.com.mx/producto/pan-molibollos-molino-blanco,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20224-2.jpg,30.0,30.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261265820,30.0
18/10/2022,Etiendas3b,Panaderia,Salado,,Molino Blanco,Pan Molinoches Molino Blanco 340 gr,20223,7502261265813,Pan Molinoches Molino Blanco 340 gr,https://www.etiendas3b.com.mx/producto/pan-molinoches-molino-blanco,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20223-1.jpg,26.0,26.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261265813,26.0
18/10/2022,Etiendas3b,Salado,Panaderia,,Molino Blanco,Pan Molido Molino Blanco 210 gr,10520,7502261255036,Pan Molido Molino Blanco 210 gr,https://www.etiendas3b.com.mx/producto/pan-molido-molino-blanco-210gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/10520-1.jpg,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261255036,12.0
18/10/2022,Etiendas3b,Los más vendidos,Salado,Panaderia,Molino Blanco,Pan Linaza Molino Blanco 610 gr,18510,7502261264793,Pan Linaza Molino Blanco 610 gr,https://www.etiendas3b.com.mx/producto/pan-linaza-molino-blanco-610gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1655738842~18510-1.png,35.0,35.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261264793,35.0
18/10/2022,Etiendas3b,Lacteos,Yogurth,,Vaca Blanca,Yogurt Bebible Pina Coco Vaca Blanca 236gr,6454,7502261257924,Yogurt Bebible Pina Coco Vaca Blanca 236gr,https://www.etiendas3b.com.mx/producto/yogurt-bebible-pina-coco-vaca,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/6454-1.jpg,8.5,8.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261257924,8.5
18/10/2022,Etiendas3b,Lacteos,Yogurth,,Vaca Blanca,Yogurt Vaca Blanca con cereal Hoop Loops 125g,9816,7502261253971,Yogurt Vaca Blanca con cereal Hoop Loops 125g,https://www.etiendas3b.com.mx/producto/yogurt-con-hoop-loops-vaca-blanca,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1661890231~9816-1.jpg,7.5,7.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261253971,7.5
18/10/2022,Etiendas3b,Lacteos,Yogurth,,Vaca Blanca,Yogurt Batido Durazno Vaca Blanca 125gr,13698,7502261258037,Yogurt Batido Durazno Vaca Blanca 125gr,https://www.etiendas3b.com.mx/producto/yogurt-batido-durazno-vaca-blanca-125gr,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1657739691~13698-1.jpg,4.5,4.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261258037,4.5
18/10/2022,Etiendas3b,Lacteos,Yogurth,,Yoplait Mini,Yogurt Bebible Cookies Yoplait Mini 100 gr,16907,7501040094156,Yogurt Bebible Cookies Yoplait Mini 100 gr,https://www.etiendas3b.com.mx/producto/yogurt-bebible-cookies-yoplait-mini-100-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/16907.png,5.5,5.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501040094156,5.5
18/10/2022,Etiendas3b,Tostada y Tortilla,Panaderia,Los más vendidos,Tiara,Tortillas De Harina Tiara 552gr,13566,7502261259430,Tortillas De Harina Tiara 552gr,https://www.etiendas3b.com.mx/producto/tortilla-de-harina-tiara-552gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/13566-1.jpg,21.0,21.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261259430,21.0
18/10/2022,Etiendas3b,Los más vendidos,Tostada y Tortilla,Panaderia,Trita,Tostadas de Maíz Trita 300gr,8655,7502261252035,Tostadas de Maíz Trita 300gr,https://www.etiendas3b.com.mx/producto/tostadas-de-maiz-trita-300gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1655428705~8655-1.png,17.0,17.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261252035,17.0
18/10/2022,Etiendas3b,Tostada y Tortilla,Panaderia,,Trita,Tiritas De Maíz Trita 300 gr,20188,7502261265936,Tiritas De Maíz Trita 300 gr,https://www.etiendas3b.com.mx/producto/tiritas-de-maiz-trita,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20188.png,23.0,23.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261265936,23.0
18/10/2022,Etiendas3b,Panaderia,Los más vendidos,Tostada y Tortilla,Mission,Tostadas De Maíz Horneadas Mission 240 gr,16545,7501054902973,Tostadas De Maíz Horneadas Mission 240 gr,https://www.etiendas3b.com.mx/producto/tostadas-horneadas-mission-240-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1655737645~16545-1.png,18.0,18.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501054902973,18.0
18/10/2022,Etiendas3b,Despensa,Salsas y Condimentos,,Clemente Jacques,Salsa Catsup Clemente Jacques 320 gr,18968,7501052472447,Salsa Catsup Clemente Jacques 320 gr,https://www.etiendas3b.com.mx/producto/salsa-catsup-clemente-jacques-320-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18968.png,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501052472447,12.0
18/10/2022,Etiendas3b,Salsas y Condimentos,Despensa,,Botanera,Salsa Picante Botanera 370 gr,11429,738545010481,Salsa Picante Botanera 370 gr,https://www.etiendas3b.com.mx/producto/salsa-picante-botanera-370-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/11429-1.jpg,11.0,11.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,738545010481,11.0
18/10/2022,Etiendas3b,Despensa,Salsas y Condimentos,,Mayorela,Mayonesa con Limón Mayorela,11561,7502261256767,"Mayonesa con Limón Mayorela, 750 g",https://www.etiendas3b.com.mx/producto/mayonesa-con-limones-mayorela-750,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/11561-1.jpg,46.0,46.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261256767,46.0
18/10/2022,Etiendas3b,Despensa,Salsas y Condimentos,,Nuestro Campo,Salsa BBQ Nuestro Campo 612 gr,11748,7502261256477,Salsa BBQ Nuestro Campo 612 gr,https://www.etiendas3b.com.mx/producto/salsa-bbq-nuestro-campo-620gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/11748.png,26.5,26.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261256477,26.5
18/10/2022,Etiendas3b,Salsas y Condimentos,Despensa,,Nuestro Campo,Vinagre Blanco Nuestro Campo 1.1L,17975,7502261259317,Vinagre Blanco Nuestro Campo 1.1L,https://www.etiendas3b.com.mx/producto/vinagre-blanco-nuestro-campo,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/17975-1.jpg,12.5,12.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261259317,12.5
18/10/2022,Etiendas3b,Bebidas,Vinos,,Isla Negra,Vino tinto Isla Negra Carmenere 750 ml,19790,7804320131436,Vino tinto Isla Negra Carmenere 750 ml,https://www.etiendas3b.com.mx/producto/vino-tinto-carmenere-12-isla-negra,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/19790-0.jpg,110.0,110.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7804320131436,110.0
18/10/2022,Etiendas3b,Bebidas,Vinos,,Puerto Nuevo,Vino Tinto  Puerto Nuevo 750ml,19119,7501053149324,Vino Tinto  Puerto Nuevo 750ml,https://www.etiendas3b.com.mx/producto/vino-tinto-puerto-nuevo,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/19119-1.jpg,90.0,90.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501053149324,90.0
18/10/2022,Etiendas3b,Refrescos,Bebidas,,7up,Refresco 7up sabor Lima - Limon 2.5 L,19013,7501022014639,Refresco 7up sabor Lima - Limon 2.5 L,https://www.etiendas3b.com.mx/producto/refresco-lima---limon-7up-44318-l,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/19013-1.jpg,26.0,26.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501022014639,26.0
18/10/2022,Etiendas3b,Queso,Lacteos,,Chipilo,Queso 3 Pack Chipilo 1 Unidad,16264,7503023907071,Queso 3 Pack Chipilo 1 Unidad,https://www.etiendas3b.com.mx/producto/queso-3-pack-chipilo-1-unidad,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/16264-1.jpg,39.0,39.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7503023907071,39.0
18/10/2022,Etiendas3b,Frutas,Perecederos,,Frescos 3B,Papaya Maradol Frescos 3B ,18570,7502261267442,Papaya Maradol Frescos 3B ,https://www.etiendas3b.com.mx/producto/papaya-maradol-frescos-3b,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18570-0.jpg,50.0,50.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261267442,50.0
18/10/2022,Etiendas3b,Despensa,Pastas,,Fontina,Pasta Estrella Fontina 200 gr ,14329,9000075,Pasta Estrella Fontina 200 gr ,https://www.etiendas3b.com.mx/producto/pasta-estrella-fontina,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/1656717657~14329-1.png,5.5,5.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,9000075,5.5
18/10/2022,Etiendas3b,Postres,Congelados,,Holanda,Helado sabor Chocolate Holanda 1 L,10134,7501130902095,Helado sabor Chocolate Holanda 1 L,https://www.etiendas3b.com.mx/producto/helado-chocolate-holanda-1-l,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/10134-1.png,46.0,46.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501130902095,46.0
18/10/2022,Etiendas3b,Mercancias Generales,Los más vendidos,Pilas,Voltaggio,PILA CARBON AAA VOLTAGGIO,20060,7502261250116,PILA CARBON AAA VOLTAGGIO,https://www.etiendas3b.com.mx/producto/pila-carbon-aaa-voltaggio,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/20060-0.jpg,15.0,15.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261250116,15.0
18/10/2022,Etiendas3b,Postres,Lacteos,,Yomilala,Postre Gelatina Fresa Yomilala 100 gr,2399,9000000114,Postre Gelatina Fresa Yomilala 100 gr,https://www.etiendas3b.com.mx/producto/postre-gelatina-fresa-yomilala-100-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/2399-2.jpg,4.0,4.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,9000000114,4.0
18/10/2022,Etiendas3b,Postres,Despensa,,D Gari,Polvo Para Gelatina D’Gari Sabor Fresa 120 gr,18680,735257002513,Polvo Para Gelatina D’Gari Sabor Fresa 120 gr,https://www.etiendas3b.com.mx/producto/gelatina-polvo-fresa-d-gari-120-gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18680-1.jpg,12.0,12.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,735257002513,12.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Suavitel,Suavizante Acqua Suavitel,15886,7509546682594,"Suavizante Acqua Suavitel, 700ml",https://www.etiendas3b.com.mx/producto/suavizante-cd-acqua-suavitel-740-ml,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1662741646~15886-1.jpg,17.0,17.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7509546682594,17.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,123,Detergente Líquido para Ropa 123 Maxi Poder  1 L,12174,7501199415772,Detergente Líquido para Ropa 123 Maxi Poder  1 L,https://www.etiendas3b.com.mx/producto/detergente-liquido-ropa-fresca-blan-123-1-l,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/12174.png,24.5,24.5,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501199415772,24.5
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Blanca Nieves,Detergente Multiusos en polvo Blanca Nieves 1 Kg,4398,7501026027635,Detergente Multiusos en polvo Blanca Nieves 1 Kg,https://www.etiendas3b.com.mx/producto/detergente-multiusos-blanca-nieves-1-kg,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/4398.png,39.0,39.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501026027635,39.0
18/10/2022,Etiendas3b,Ropa,Cuidado del Hogar,,Vanish,Quitamanchas Liquido Ropa Botella Vanish 450 Ml,7689,7501058752772,Quitamanchas Liquido Ropa Botella Vanish 450 Ml,https://www.etiendas3b.com.mx/producto/quitamanchas-liquido-ropa-botella-vanish-450-ml,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/7689.png,24.0,24.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7501058752772,24.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Wixo,Detergente Multiusos Wixo 1Kg,17734,7502261262973,Detergente Multiusos Wixo 1Kg,https://www.etiendas3b.com.mx/producto/detergente-multiusos-wixo-1kg,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/17734.png,20.0,20.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261262973,20.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Suavitel,Suavizante de telas Suavitel Complete Acqua 800 Ml,12137,7509546067506,Suavizante de telas Suavitel Complete Acqua 800 Ml,https://www.etiendas3b.com.mx/producto/suavizante-complete-acqua-suavitel-800-ml,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/12137.png,28.0,28.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7509546067506,28.0
18/10/2022,Etiendas3b,Cuidado del Hogar,Ropa,,Bold,Detergente en Polvo Bold Cariñitos de Mamá Bold,18057,12388003368,Detergente en Polvo Bold Cariñitos de Mamá Bold,https://www.etiendas3b.com.mx/producto/detergente-en-polvo-bold-carinitos-mama-5-kg,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18057.png,120.0,120.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,12388003368,120.0
18/10/2022,Etiendas3b,Salado,Panaderia,Los más vendidos,Molino Blanco,Pan Multigrano Molino Blanco 610 gr,18511,7502261264809,Pan Multigrano Molino Blanco 610 gr,https://www.etiendas3b.com.mx/producto/pan-multigrano-molino-blanco-610gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/18511-4.png,35.0,35.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261264809,35.0
18/10/2022,Etiendas3b,Panaderia,Salado,,Molino Blanco,Pan Tostado Con Salvado Molino Blanco 210 gr,15995,7502261263321,Pan Tostado Con Salvado Molino Blanco 210 gr,https://www.etiendas3b.com.mx/producto/pan-tostado-con-salvado-molino,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/15995-1.jpg,26.0,26.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261263321,26.0
18/10/2022,Etiendas3b,Panaderia,Salado,,Molino Blanco,Pan Tostado Molino Blanco 210 gr,14930,7502261262058,Pan Tostado Molino Blanco 210 gr,https://www.etiendas3b.com.mx/producto/pan-tostado-molino-blanco-210gr,https://tiendas3b.s3.amazonaws.com/prod/images/products/original/14930-1.jpg,26.0,26.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261262058,26.0
18/10/2022,Etiendas3b,Salado,Panaderia,,Molino Blanco,Pan blanco Molino Blanco 640g,17144,7502261263482,Pan blanco Molino Blanco 640g,https://www.etiendas3b.com.mx/producto/17144-pan-blanco-molino-blanco,https://alianza-tiendas3b.s3.amazonaws.com/prod/images/products/original/1661891654~17144-1.jpg,33.0,33.0,,1ff3984b-b4b7-44da-a4ec-ad99d72b0c7d,,,True,7502261263482,33.0
